filename,status,bytes,sha256,mod_ids,display_names,declared_versions,metadata_note
sophisticatedbackpacks-1.20.1-3.26.3.2157.jar,active_jar,1223451,6ab4a0cb739a6c11442a73d1b5f42c40c2ae93b31162fa63d81e1b66706e9e31,sophisticatedbackpacks,Sophisticated Backpacks,3.26.3.2157,
sophisticatedcore-1.20.1-1.5.1.2335.jar,active_jar,1734797,f4038a2e0d0e3504258fbe315cb27a37f1a769d71985bfa20afb983a3bdfab64,sophisticatedcore,Sophisticated Core,1.5.1.2335,
sophisticatedstorage-1.20.1-1.4.86.2131.jar,active_jar,1867685,33b4816be111ced6e54e0651fd1fd933eee9feb8e284d371a3246da06c65b6b2,sophisticatedstorage,Sophisticated Storage,1.4.86.2131,
spartancataclysm-1.1.2+1.20.1+forge.jar,active_jar,777009,cafb5d4b09421d4852e578d9c205b0b87f64330cecccb700f9d255cfa7837b32,spartancataclysm,Spartan Weaponry: Cataclysm,1.1.2+1.20.1+forge,
SpartanShields-1.20.1-forge-3.1.1.jar,active_jar,540665,920368908e26e1a75186e06affd03274d0fe93770d5c5d12c177f53d7aa1deac,spartanshields,Spartan Shields,3.1.1,
spartantoolkit-1.20.1-1.6.1.jar,active_jar,87097,e33951b88742d7547c898e1594511bc22329b5638469120ce04e96f806613ca7,spartantoolkit,Spartan Weaponry Addon Toolkit,1.20.1-1.6.1,
SpartanWeaponry-1.20.1-forge-3.2.1-all.jar,active_jar,2834011,2736ac2dd52a7b3a188df454e61a4154cd36e273fa770f3ab89dcf6e732e88ad,spartanweaponry,Spartan Weaponry,3.2.1,
specialmobs-1.20.1-4.1.25.jar,active_jar,2468427,38967b103f9a5d7484084870dbef6e0986c16cc1e11e8ef324af42f0e29f7792,specialmobs,Special Mobs,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
SpiderOverhaul-0.0.6-Forge-v1.20.jar,active_jar,528118,8d9e056e836271646c71ba3f3f2ff222199396a1b1c63539e3b95fbaaca1e5fd,spider_overhaul,Spider Overhaul,0.0.6-Forge-v1.20,
starlight-1.1.2+forge.1cda73c.jar,active_jar,110583,e90763c86d362c7cb427dbb70e89985c11a882fdd69ae7d04ac2e23a106eb500,starlight,Starlight,1.1.2+forge.1cda73c,
stevesrealisticsleep-forge-1.11.2+mc1.20-1.20.1.jar,active_jar,357891,b7be0f4565e312ad9e60ab36ffb1ffed10680b8f77ecb85c35ceaa1827e9a131,stevesrealisticsleep,Steve's Realistic Sleep,1.11.2+mc1.20-1.20.1,
structureessentials-1.20.1-5.0.jar,active_jar,62974,602c8f17f6d805458c3da679b28183b0dfb4987457fd8a365de339d127f22831,structureessentials,Structure Essentials mod,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
structurify-forge-2.0.38+mc1.20.1.jar,active_jar,727633,00b17374a048e6b0b08b8127e2bc5af82598ae5e44ee7c9ff4fb5353d5a7e1e4,structurify,Structurify,2.0.38,
SubtleEffects-forge-1.20.1-1.14.3.jar,active_jar,3514583,db8fdce99a45acbd70207a2d1a0901713d3e8001699508c460ab04e93e8db92c,subtle_effects,Subtle Effects,1.14.3,
supplementaries-1.20-3.1.43-forge.jar,active_jar,13667742,6132fc23a2fe1da0ca57439b35526ee9a1a8d898397ff8e61b2d08fb951cdf6a,supplementaries,Supplementaries,1.20-3.1.43,
tameablebeasts-1.20.1-7.1.3.jar,active_jar,1798574,6e0328109344e6594f690ffb128abb35acb72f90364aa1700dad1aef5c8d2fbb,tameablebeasts,Tameable Beasts,7.1,
TaxDeepVillager+M.1.20.1+ForM.2.0.0.jar,active_jar,641387,c5ce18a40dd9cce6555ba6490f8c40e62f1187f0ce9f8dceaee8e2eded39d635,taxdv,Tax' Deep Villager,2.0.0,
tconjei-1.20.1-1.6.1.jar,active_jar,43249,8cf6d080b896f9355b32045e0b06fd12a6b6376b1a1ecfc1a5e6ffd68273cde2,tconjei,TConJEI,1.6.1,
TconPlanner-1.20.1-forge-1.8.0.jar,active_jar,180138,4592add2136fa654607fb0555b180110dfed02e15569ccafac935e64554d7d71,tconplanner,Tinker's Planner,1.8.0,
TConstruct-1.20.1-3.12.0.220.jar,active_jar,23390475,17fbf7a95d61611a81b45eab5445add0ca5852370e618c8a55cce3eec338dffa,tconstruct,Tinkers' Construct,3.12.0.220,
TelePass-forge-1.20.1-2.1.2.jar,active_jar,41772,a6bd083dfe8a70e0229ded34366249b714d328ab6810515afba556e23078bcb6,telepass,Telepass,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
TerraBlender-forge-1.20.1-3.0.1.10.jar,active_jar,107532,c109016f46ca9bdae69976bf080bbf2e8e5968cb66c0a78845f8ca6af5dbbeb1,terrablender,TerraBlender,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
The-Harvest-1.20.1-1.1.8.jar,active_jar,422744,db2c33a7bf362fa75cdf86f3622aa192799ab72128bf56b3d876d3c105d0ca76,the_harvest,The Harvest,1.1.8,
tide-forge-1.20.1-2.1.1-hotfix.jar,active_jar,2179194,cac8ec3ee8772686ac8d3c35b86869399cede9ce1cc194cea925dc8d3b498a22,tide,Tide,2.1.1,
tidesdelight-1.20.1-1.2.0-forge.jar,active_jar,65733,6c97fae98fc50c0e285f885ef9388d81299aeea4e0d0968a406627059aae5d2d,tidesdelight,Tide's Delight,1.1.0,
tinker_rapier-1.0.1-1.20.1.jar,active_jar,316489,b209c441c581a6d5a05845e74a854b8d6fd54186f375e578551ccbcad382c2f5,tinker_rapier,Tinkers' Rapier,1.0.1-1.20.1,
TinkerBetterCombat 0.14.jar,active_jar,16751,b683899e4d762c79db08eba97ae2afa16c79e8e33a9817b3007ce298d71ae8d7,tinkers_better_combat,Tinkers' Better Combat,1.8.6,
tinkers_jewelry_ex-1.0.3.jar,active_jar,92692,0a5a1a3c538798808b8066e7a9df3d81e3bcd5f40cfa4d74179b2c1de76c46aa,tinkers_jewelry_ex,Tinkers Jewelry EX,1.0.3,
tinkersdelight-1.2.0-forge-1.20.1.jar,active_jar,243280,22f5106a0f30d9dc77fbd5abd9789412a5fd2b38b289c8a39b1abe590f0d15c6,tinkersdelight,Tinkers' Delight,1.2.0,
tinkersjewelry-1.2.0.jar,active_jar,1117039,f80f5f426ab6362f28b72a31b6ea903942a74f4882cdff5a955a825f3d76171c,tinkersjewelry,Tinkers' Jewelry,1.2.0,
TinkersKatanas-1.20.1-1.5.0.jar,active_jar,1474797,a188d830ac348cc5e5426a4989edd2be2728cd6a36ce1c59ab1625324a20dd32,tinkers_katanas,Tinkers' Katanas,1.5.0,
TinkersLevellingAddon-1.20.1-1.4.3.jar,active_jar,319956,2e343c330b9f4a97f1b32867ed0ec74c629ecd08cd91c15824b1b8c238f008a0,tinkerslevellingaddon,Tinkers' Levelling Addon,1.4.3,
tinydragons-1.0-forge-1.20.1.jar,active_jar,1193635,a7ec5fa8ab58d761ef611605ad9931c8d9484fcd712ec6ebfaa82fb168460dc7,tinydragons,Tiny Dragons,1.0,
tlib-forge-1.5.0-1.20.1.jar,active_jar,232694,dfd14e1bc0193e59b728e2e75c7720328af5049e28cde4b254448c740de539dc,tlib,TLib,1.5.0-1.20.1,
ToastControl-1.20.1-8.0.3.jar,active_jar,26957,e9923900cabbc12ffde7cc36113936f24b773bb33b22c19e4109cca52fc55ad6,toastcontrol,Toast Control,8.0.3,
too_many_bows-forge-4.1.2.jar,active_jar,1034336,5847f1a8f91b2dd4992f2c55eaea6ad9260406c449eb85fb150a067a2d586c29,too_many_bows,Too Many Bows,4.1.2,
townstead-0.7.6+1.20.1.jar,active_jar,5296082,78ab52d551dfaf2ca3366da565ccb501918f73affe7b48f339ce63b17de1513e,townstead,Townstead,0.7.6+1.20.1,
trashslot-forge-1.20.1-15.1.5.jar,active_jar,117983,7f038937dffeebc3885d347c47622d504a562da0bcce7873c50f2753db0a3746,trashslot,TrashSlot,15.1.5,
traverse-forge-7.0.12.jar,active_jar,6083197,3a823638c40f1282a6b2e9241c0e089fe2c64cdcd4a23634ccb0e065b3c795d9,traverse,Traverse Reforged,7.0.12,
treasure-bags-1.20.1-1.9.0.jar,active_jar,114801,e979312190abb9c0168114d4a2a0152ba50a258af8aadf7b3bb06c61124f861d,treasurebags,Treasure Bags,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
TreeChop-1.20.1-forge-0.19.0-fixed.jar,active_jar,517225,219fbe5bf8d862dc7b524ca5a0151f66bba4d53a01010858e136a9e8c4d55d4f,treechop,HT's TreeChop,0.19.0,
Twigs-1.20.1-3.1.0.jar,active_jar,2766476,5adc1265827dcc0534940523a57366e9d58ba72800021b667469e02d48cf6640,twigs,Twigs,1.20.1-3.1.1,
ultima_kingdoms-0.1.0.jar,active_jar,580903,a5359f9ed0cf42a24ae68e2d2ddb78004f186bceed8f3973b69e081ff366a68b,ultima_kingdoms,Ultima Kingdoms,0.1.0,
underground_rooms-2.3.2-1.20.1.jar,active_jar,375584,2148aee0e88fd939821aa05200f2c6022aa3b8ade695b383ed6277bfab136d50,underground_rooms,Underground Rooms,2.3.2-1.20.1,
underground_village-1.5.7.jar,active_jar,363538,beb7cc4bd4e9ba55b3ffd2e925bc6e7c396949b7493a4050f6ac395972129956,underground_village,"Stoneholm, Underground Village",1.5.7,
UndergroundVillages-forge-1.20.1-2.1.0.jar,active_jar,282271,7b02799a380aa2d28f19c68197ac3bc9686e6bb25813f5984bdcfa9265de39f4,underground_villages,Underground Villages Mod,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
uniqueaccessories-1.3.3-forge-mc1.20.1.jar,active_jar,521352,5e7db68e978cbafacf78bbaba9dbc058dab9417ff2da584d71d4220c2edfe0b1,uniqueaccessories,Unique Accessories,1.3.3,
unlitcampfire-forge-1.20.1-1.9.2.1.jar,active_jar,39504,92414804add7ba94c5969a29c6fa054d0d98c073405acbf7622d3ec179ad1b32,unlitcampfire,Unlit Campfire,1.20.1-1.9.2.1,
VariantCraftingTables-1.20.1-2.0.2.jar,active_jar,1161770,b1e00750db3d69a066dfde4891b0f3602e8171f53867ecdba3f804749fb9e5db,vct,Variant Crafting Tables,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
variantsandventures-forge-1.0.26+mc1.20.1.jar,active_jar,1270628,5a644f3aadbc24908d11dce61f40a6dc8ef8ff9270e55753b1302992a717eb5c,variantsandventures,Variants&Ventures,1.0.26,
villagersplus-forge-mc1.20.1-4.0.0.jar,active_jar,456698,4ee0401be6574f31c34aded2940a827570e728a997163da52280a510789f5d26,villagersplus,VillagersPlus,4.0.0+mc1.20.1,
villagertradingplus-forge-mc1.20.1-1.0.0.jar,active_jar,180446,eec2a2299f1261fb88221706dd1e2df528e0e7c40c76d7a89f674977fb68ec39,villagertradingplus,VillagerTradingPlus,1.0.0+mc1.20.1,
visuality-forge-2.2.0.jar,active_jar,226834,0eb8b00fb8e3bef96930a13a6abeec6fde624baf95886d54e82986f03998d88e,visuality,Visuality: Reforged,2.2.0,
VisualWorkbench-v8.0.1-1.20.1-Forge.jar,active_jar,82557,915f226fa14ce274879487dd14f38af5c57e1a9ada85099501134c4c8a03897a,visualworkbench,Visual Workbench,8.0.1,
waystones-forge-1.20.1-14.1.21.jar,active_jar,536782,fd6fe3c645328ea7be5bc6723d02c881e34650e0cbd4527ba59e42fa4cbe3c80,waystones,Waystones,14.1.21,
YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar,active_jar,568278,6dacf5ea0cec5d6d53e7d002d4a06ac4fa5f7ec665f3932bb6566136e6a7f8ed,yeetusexperimentus,Yeetus Experimentus,2.3.1-build.6+mc1.20.1,
yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar,active_jar,1105891,bd05da3d9df29b914165583f1c6dfd918a138996447ff32c0418329824027a8f,yet_another_config_lib_v3,YetAnotherConfigLib,3.6.6+1.20.1-forge,
YungsApi-1.20-Forge-4.0.6.jar,active_jar,370524,101c30d01d0cf9d86190f578eb1e43bd06b64092e95662a00ef52946f472c7b1,yungsapi,YUNG's API,1.20-Forge-4.0.6,
YungsBetterCaves-1.20.1-Forge-2.0.7.jar,active_jar,407680,928054e107c9051ab0e4f5c6beb114ce9e2a1521067cf07e88330052998a9ea0,bettercaves,YUNG's Better Caves,1.20.1-Forge-2.0.7,
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar,active_jar,918012,5a74294725232c665b908af6e25224d111550cf69d74613e415b9f48ff150d16,betterdeserttemples,YUNG's Better Desert Temples,1.20-Forge-3.0.3,
YungsBetterDungeons-1.20-Forge-4.0.4.jar,active_jar,792381,93c24e4075c51da0866f3fc92322bdb60e590ac2cd78dce275460839c54c36f5,betterdungeons,YUNG's Better Dungeons,1.20-Forge-4.0.4,
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar,active_jar,806652,728c0a807742356887edf7d4f736b3870b7c84007ec9c495c27da1dc0b61078d,betterjungletemples,YUNG's Better Jungle Temples,1.20-Forge-2.0.5,
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar,active_jar,619255,12cffc99dccca69d294ba5bc39c331367794b339061572a6f3773620303a2f51,betterfortresses,YUNG's Better Nether Fortresses,1.20-Forge-2.0.6,
zmedievalmusic-1.20.1-2.2.jar,active_jar,304415885,afe5d3d0b6623fb2df6622a76e8fc93d8ab8b32cd9384ca138dec1944049ac84,medievalmusic,medievalmusic mod,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
